ts,btc,eth,ltc,xrp,bch,doge,xlm,xmr,etc,ada,link,trx
1325376000,5.2948427773232,,,,,,,,,,,
1325462400,5.2048778918761,,,,,,,,,,,
1325548800,4.87050882875511,,,,,,,,,,,
1325635200,5.58570626709527,,,,,,,,,,,
1325721600,6.87400087726476,,,,,,,,,,,
1325808000,6.68331663997662,,,,,,,,,,,
1325894400,6.79622798071303,,,,,,,,,,,
1325980800,7.09665056633548,,,,,,,,,,,
1326067200,6.28853834248977,,,,,,,,,,,
1326153600,6.52847455523086,,,,,,,,,,,
1326240000,6.88912772121566,,,,,,,,,,,
1326326400,6.77356419579194,,,,,,,,,,,
1326412800,6.45436889012273,,,,,,,,,,,
1326499200,6.76172714260666,,,,,,,,,,,
1326585600,7.04692255815312,,,,,,,,,,,
1326672000,6.71560766656926,,,,,,,,,,,
1326758400,5.59962195032145,,,,,,,,,,,
1326844800,5.9002312881356,,,,,,,,,,,
1326931200,6.31570634161309,,,,,,,,,,,
1327017600,6.50149198831093,,,,,,,,,,,
1327104000,6.18056832554062,,,,,,,,,,,
1327190400,6.30296722676797,,,,,,,,,,,
1327276800,6.37487607714787,,,,,,,,,,,
1327363200,6.27447647574518,,,,,,,,,,,
1327449600,5.81046507247224,,,,,,,,,,,
1327536000,5.36722695441262,,,,,,,,,,,
1327622400,5.30313719696084,,,,,,,,,,,
1327708800,5.65979677498539,,,,,,,,,,,
1327795200,5.39142945733489,,,,,,,,,,,
1327881600,5.50348193863238,,,,,,,,,,,
1327968000,5.53822029573349,,,,,,,,,,,
1328054400,6.07523265225015,,,,,,,,,,,
1328140800,6.09957291291642,,,,,,,,,,,
1328227200,5.95161092752776,,,,,,,,,,,
1328313600,5.8954132390415,,,,,,,,,,,
1328400000,5.67811571712449,,,,,,,,,,,
1328486400,5.48266405844535,,,,,,,,,,,
1328572800,5.66202770017534,,,,,,,,,,,
1328659200,5.6185281899474,,,,,,,,,,,
1328745600,5.83569985417884,,,,,,,,,,,
1328832000,5.93783415546464,,,,,,,,,,,
1328918400,5.61213285330216,,,,,,,,,,,
1329004800,5.51909716949152,,,,,,,,,,,
1329091200,5.34835455932203,,,,,,,,,,,
1329177600,4.48365409175921,,,,,,,,,,,
1329264000,4.3255203220339,,,,,,,,,,,
1329350400,4.25523904500292,,,,,,,,,,,
1329436800,4.39153837288136,,,,,,,,,,,
1329523200,4.27008127761543,,,,,,,,,,,
1329609600,4.38955145821157,,,,,,,,,,,
1329696000,4.36513593892461,,,,,,,,,,,
1329782400,4.31511560198714,,,,,,,,,,,
1329868800,4.41931028755114,,,,,,,,,,,
1329955200,5.03951511805961,,,,,,,,,,,
1330041600,5.02560875891292,,,,,,,,,,,
1330128000,4.77256738106371,,,,,,,,,,,
1330214400,4.9264208515488,,,,,,,,,,,
1330300800,4.95251575628287,,,,,,,,,,,
1330387200,4.85725777556984,,,,,,,,,,,
1330473600,4.87274875569842,,,,,,,,,,,
1330560000,4.92207212361192,,,,,,,,,,,
1330646400,4.71482358708358,,,,,,,,,,,
